Nome;indirizzo;latitudine;longitudine;id_scheda;descrizione breve;descrizione estesa;macro zona;zona;sotto categoria;civico;cap;città;provincia;note;accessibilità;telefono;email;sito;orari generici;orario Lunedì;orario Martedì;orario Mercoledì;orario Giovedì;orario Venerdì;orario Sabato;orario Domenica;geopoint
Collezione di Antropologia;Via Selmi, 3 - 40126;44.495651;11.35388;775;Il primo nucleo risale al 1908, anno in cui fu istituita a Bologna la cattedra omonima. Il Museo raccoglie materiale di interesse scientifico e didattico-espositivo.;"Vi sono esposti crani e scheletri di antiche popolazioni italiane di epoche diverse (dal Neolitico al sec. XVIII), calchi di reperti scheletrici di primati ed ominidi attraverso i quali sono documentate le tappe fondamentali del processo evolutivo dell'Uomo e manufatti reperiti sia in Italia, sia in altri paesi europei, che illustrano lo sviluppo delle culture preistoriche dal paleolitico inferiore al neolitico. Di recente acquisizione è una ""yurta"", tipica abitazione mobile delle popolazioni nomadi del Kazakistan, completa di arredi. La descrizione è tratta da SMA - Sistema Museale d'Ateneo Alma Mater Studiorum Università di Bologna Il Museo di Antropologia fa parte del Sistema Museale d'Ateneo Alma Mater Studiorum Università di Bologna - SMA";Bologna;;Musei e Collezioni;;;;BO;;Accessibile ai disabili;+39 051 2094196;sma.antropologia@unibo.it;http://www.sma.unibo.it/il-sistema-museale/museo-di-antropologia/museo-di-antropologia;"Orario
invernale 1 settembre - 31 maggioDa
martedì a venerdì: 9.00 - 13.00Chiusure: lunedì, sabato,
domenica e festivi, 30 e 31 marzo, 1 aprile, 25 aprile
Il
sabato, la domenica e i festivi, la Collezione sarà accessibile solo
partecipando ad eventuali visite guidate, laboratori didattici ed eventi in
programma.";;;;;;;;44.495651, 11.35388
Oratorio di San Giovanni Battista dei Fiorentini;Corte dè Galluzzi, 6 - 40124;44.492;11.342471;787;È sovrapposto all'antica chiesa di Santa Maria Rotonda dei Galluzzi, poi ammodernata da Giuseppe Tubertini nel 1793, che affaccia sull'attigua via D'Azeglio. L'attigua torre dei Galluzzi fu eretta nel 1257.;È sovrapposto all'antica chiesa di Santa Maria Rotonda dei Galluzzi, poi ammodernata da Giuseppe Tubertini nel 1793, che affaccia sull'attigua via D'Azeglio. L'attigua torre dei Galluzzi fu eretta nel 1257. La ricca e complessa decorazione della volta dell'oratorio, raffigurante episodi della vita di San Giovanni Battista, realizzata da Domenico Baroni e Mauro Aldobrandini nel 1671, è stata restaurata grazie al finanziamento della Banca di Bologna, di cui è la sala di rappresentanza. Lo splendido apparato decorativo dell’oratorio si compone anche dai decori delle pareti, opera di Giuseppe Rolli e Paolo Guidi del 1699.;Bologna;;Edifici Religiosi;;;;BO;;;+39 051 6571111;info@bancadibologna.it;;Per visitare l'Oratorio i privati si rivolgeranno a guide che organizzano gruppi. Per informazioni: Banca di Bologna 051 6571111;;;;;;;;44.492, 11.342471
"Piscina Stadio ""Carmen Longo""";Via dello Sport - 40134;44.492028;11.308149;796;;La Piscina Carmen Longo è dotata di varie vasche coperte e di una piscina olimpionica. La Piscina Carmen Longo rientra nel circuito Piscine Sogese Bologna.Una vasca coperta di 25 x 16 m, profonda 1,20 m con buca di 5 m, e una vasca coperta di 8 x 16 m, profonda da 0,80 a 1,20 m.;Bologna;;Luoghi di sport e motori;;;;BO;;"Barriere architettoniche assentiÈ presente un sollevatore per l'ingresso e l'uscita
dalla piscina per persone con disabilità motorie e impedimenti fisici
temporanei. Notizia ufficiale ->";+ 39 0516152520;"piscinastadio@sogese.com; info@olimpionica.it";https://www.sogese.com/carmen-longo-stadio/;Chiusa dall'11 luglio al 31 agostoGli orari possono subire variazioni. Si consiglia di consultare il sito della piscina.Per gli orari dell'attività della piscina olimpionica clicca qui.;;;;;;;;44.492028, 11.308149
Piscina Sterlino;Via Murri, 113 - 40137;44.479287;11.364424;800;Una piscina olimpionica, 2 piscine da 25 metri.;La Piscina Sterlino è dotata di diverse vasche di cui una anche olimpionica ad uso invernale ed estivo.;Bologna;;Luoghi di sport e motori;;;;BO;;Barriere architettoniche presenti ma facilmente superabili con l'aiuto dell'accompagnatore. È presente un sollevatore per l'ingresso e l'uscita dalla piscina per persone con disabilità motorie e impedimenti fisici temporanei. Notizia ufficiale ->;+39 051 6235536;2000servicesrlbologna@gmail.com;http://www.rarinantesbologna.org/sterlino;"Lun-ven 12:30-19; sab-dom 10:30-18. Gli orari possono subire variazioni. Si consiglia di consultare sempre il sito della piscina.";;;;;;;;44.479287, 11.364424
Teatro di Villa Aldrovandi Mazzacorati;Via Toscana 17-19 40141;44.470669;11.370846;836;Questo autentico gioiello celato nell'ala sinistra della Villa Aldrovandi Mazzacorati costituisce l'unico esempio di teatro privato suburbano a noi pervenuto nel bolognese. L'inaugurazione avviene il 24 settembre 1763 con la tragedia scritta da Voltaire nel 1736 l'Alzira e tradotta da Vincenzo Fontanelli, esponente della corte degli Estensi di Modena e suocero del proprietario.;"Questo autentico gioiello celato nell'ala sinistra della Villa Aldrovandi Mazzacorati costituisce l'unico esempio di teatro privato suburbano a noi pervenuto nel bolognese. Espressione della vivacità culturale del secolo dei lumi, il teatrino viene realizzato per volontà di Giovan Francesco Aldrovandi, attore dilettante commediografo e cultore appassionato di teatro. L'inaugurazione avviene il 24 settembre 1763 con la tragedia scritta da Voltaire nel 1736 ""Alzira"" e tradotta da Vincenzo Fontanelli, esponente della corte degli Estensi di Modena e suocero del proprietario. Su una planimetria rettangolare due ordini di balconate si svolgono con andamento ininterrotto ad U. La raffinatezza dell’ambiente è conferita dalla delicatezza dei colori pastello degli affreschi e dai corpi sinuosi di venti tritoni e cariatidi che sorreggono le balconate. Nelle mani di queste figure si appoggiavano lanterne, ghirlande di fiori, ramoscelli o festoni in occasione di particolari festeggiamenti. Il teatro, famoso per la sua acustica, può ospitare fino ad 80 persone. Grazie alla gestione da parte dell’Associazione “Cultura e Arte del ’700“, si svolge una regolare ed intensa stagione di rappresentazioni, concerti, opere liriche e conferenze.";Bologna;;Cinema e Teatri;;;;BO;;;+39 051226934;prenotazioni@succedesoloabologna.it;https://www.succedesoloabologna.it/teatro-mazzacorati/;Aperto su richiesta: per informazioni telefonare al numero +39051226934 (attivo dal lunedì al venerdì 10:00-18:00);;;;;;;;44.470669, 11.370846
Palazzo Bevilacqua Ariosti;Via D'Azeglio, 31 - 40123;44.490648;11.341366;853;La realizzazione di questo splendido palazzo su via D'Azeglio è commissionata tra 1477 e 1482 dal giurista Niccolò Sanuti e dalla consorte Nicolosia ad un architetto e a maestranze forse toscane o ferraresi.;"Palazzo Bevilacqua Ariosti sorge in via D’Azeglio e fu realizzato tra il 1477 al 1482. La sua importanza si deve, in particolare, alla scelta di Paolo III nel 1547 di trasferirvi alcune sedute del Concilio di Trento. 
Si caratterizza per il suo stile architettonico non bolognese, osservabile in particolare dall’assenza del portico. Al suo interno si apre anche uno splendido cortile. 
All’inizio del XX secolo fu oggetto dei lavori di restauro condotti da Alfonso Rubbiani.";Bologna;;Torri, edifici storici;;;;BO;;;+39 051 234666;;;visitabile solo su richiesta;;;;;;;;44.490648, 11.341366
Chiesa di Santa Maria della Pioggia;Via Riva Reno, 124 – 40121;44.49886;11.341779;854;La chiesa di Santa Maria della Pioggia, era originariamente nota come Chiesa di San Bartolomeo di Reno. Accanto ad essa nel Medioevo scorreva infatti il Canale di Reno, poi sotterrato, a cui la chiesa doveva il nome. Il santuario fu poi intitolato alla Vergine della Pioggia, la cui tavola conservata nella chiesa raffigura una Madonna col Bambino circondati da sette teste d'angeli.;Originariamente nota come Chiesa di San Bartolomeo di Reno, la Cattedrale di Santa Maria della Poggia è situata all’incrocio tra via Galliera e via Riva di Reno. Nel Medioevo il suo nome derivava dalla sua posizione affiancata al Canale di Reno, poi sotterrato, mentre il suo attuale nome è dedicato alla Vergine della Pioggia, la cui tavola, considerata miracolosa, è conservata nella chiesa e raffigura una Madonna col Bambino. Al suo interno la chiesa si compone di una sola navata con tre cappelle laterali, coperta da una volta a botte affrescata. Le opere presenti derivano da generose offerte lasciate dalla cittadinanza per arricchire e ringraziare la nobile opera di assistenza della chiesa. Fonte: Curia Arcivescovile e Le Chiese di Bologna (L'Inchiostroblu);Bologna;;Edifici Religiosi;;;;BO;;;+39 051 235184;;;"da martedì a sabato 9.15 - 12.00 e 15.00 - 18.00; domenica e festivi 10.00 - 12.00. Chiuso lunedì. Durante le funzioni religiose, la visita turistica potrebbe essere limitata o sospesa. L'orario è indicativo e potrebbe subire variazioni. Per informazioni Curia Arcivescovile tel. +39 051 6480611 - http://www.bologna.chiesacattolica.it";;;;;;;;44.49886, 11.341779
Villa delle Rose;Via Saragozza, 230 - 40135;44.489679;11.314536;865;Villa delle Rose è il suggestivo spazio che MAMbo dedica a esposizioni temporanee ed eventi realizzati in collaborazione con soggetti pubblici e privati.La villa, caratterizzata dalla coreografica collocazione al centro del grande parco del quartiere Saragozza, è stata donata al Comune di Bologna nel 1916 dalla Contessa Nerina Armandi Avogli.;"Villa delle Rose, un’antica residenza di villeggiatura indicata dai catasti settecenteschi come Casino Cella, fu edificata nella seconda metà del ‘700.
Nel 1916 il Comune di Bologna acquisisce l’immobile adibendolo a sede della Galleria D’Arte Moderna alla fine degli anni ’20. Il nome Villa delle Rose gli è stato conferito per l’abbondanza di fiori che la caratterizza.";Bologna;Saragozza - San Luca;Torri, edifici storici;;;;BO;;;"+39 051 436818; +39 051 6496611";;http://http://www.mambo-bologna.org/villadellerose/;Visitabile solo in occasioni delle mostre temporanee;;;;;;;;44.489679, 11.314536
Palazzo di Residenza della Cassa di Risparmio di Bologna;Via Farini, 22 - 40124;44.491514;11.346186;878;La Cassa di Risparmio di Bologna affida l’incarico di realizzare una prestigiosa sede di rappresentanza ad uno dei protagonisti dell’eclettismo italiano, Giuseppe Mengoni. In meno di cinque anni sorge sull’attuale via Farini il maestoso edificio rivestito di marmi variegati e rifiniture in ferro e ghisa.;"Il Palazzo della Residenza della Cassa di Risparmio di Bologna fu realizzato, su commissione della Cassa di Risparmio, nella prima metà dell’Ottocento a opera di uno dei protagonisti dell’eclettismo italiano, Giuseppe Mengoni. 
Al suo interno, gli ambienti più significativi sono: il sontuoso Scalone d’Onore, l’Anticamera del Consiglio, la Biblioteca, la Sala dei Cento, il Salotto Azzurro e la Sala del Consiglio. Il palazzo ospita, inoltre, opere di artisti come Guercino, Creti e Carracci.";Bologna;Quadrilatero;Torri, edifici storici;;;;BO;;;+39 051 6560211;;http://www.carisbo.it;Visitabile solo in occasioni di eventi speciali;;;;;;;;44.491514, 11.346186
Teatro dell’Antoniano;Via Guinizelli, 3 - 40125;44.486451;11.359357;890;Propone ogni anno un ricco calendario di appuntamenti per grandi, bambini e famiglie. Il teatro dell'Antoniano è nato in concomitanza con l'Accademia Antoniana d'Arte Drammatica inaugurata nel 1955.;Propone ogni anno un ricco calendario di appuntamenti per grandi, bambini e famiglie. Il Teatro dell'Antoniano è nato in concomitanza con l'Accademia Antoniana d'Arte Drammatica inaugurata nel 1955.;Bologna;S. Stefano;Cinema e Teatri;;;;BO;;;+39 0513940212;cinemateatro@antoniano.it;https://www.antonianobologna.it/72-cinema_teatro/;Orari di apertura della biglietteria:Venerdì antecedente gli spettacoli    17:30 - 19:30Il giorno dello spettacolo dalle ore 15.00;;;;;;;;44.486451, 11.359357
Torre Lapi;Via IV novembre, 1 - 40123;44.494454;11.339393;926;Inglobata nel complesso del Palazzo Comunale, non si presenta propriamente come una torre gentilizia. Non a caso alcuni studiosi ipotizzano che in sé racchiuda piuttosto le vestigia della Porta Nova, uno dei varchi della muraglia di selenite che cinse la città per tutto l’alto medioevo.;Inglobata nel complesso del Palazzo Comunale, non si presenta propriamente come una torre gentilizia. Non a caso alcuni studiosi ipotizzano che in sé racchiuda piuttosto le vestigia della Porta Nova, uno dei varchi della muraglia di selenite che cinse la città per tutto l’alto medioevo. La Lapi si trovava nella prima cerchia. Nata come varco, sarebbe poi stata riadattata a personali necessità dalla famiglia dei Lapi, che a loro volta l’avevano rilevata dai Laigoni. Tornò pubblica nel XIV secolo, quando i Lapi la rivenderono insieme all'annesso edificio per 400 lire al Comune di Bologna, che doveva ampliare il palazzo civico. Di lì a pochi anni venne inglobata nella poderosa muraglia del Comune, più o meno come la si vede oggi. Dentro ci passarono dai frati domenicani, a un pittore, ad una famiglia di beccai (i Beccai erano i macellai bolognesi, il cui nome deriva dal Becco, il maschio della capra, l’unica carne al tempo usata comunemente). La loro presenza in questa zona non era casuale: si suppone infatti che fin dalla metà del XIV secolo tutta via Porta Nova, oggi via IV novembre, era piena di banchi di vendita di carne, evacuati da Piazza Maggiore. I nuovi proprietari, i beccai, decisero di aprire la base della torre per ricavarvi all’interno la loro bottega, modificandone così la fisionomia. Nel 1505 però il Senato Bolognese, infastidito dal volgare e sozzo mercato che si era venuto a creare addosso al Palazzo Comunale, decise di liberare tutta la via da banchi, botteghe e baracche e contestualmente di richiudere lo squarcio ricavato nello zoccolo della Torre. E’ probabile che fu proprio questa chiusura a scagionare il rischio di esplosione durante l’incendio del 1641, che interessò la zona della torre Agresti minacciando di allargarsi. In epoca napoleonica la Lapi è stata poi abbassata quasi della metà, cioè da quelli che potevano essere 30 metri agli attuali 18, per essere assimilata alla restante muraglia. L’ennesima trasformazione è avvenuta invece nel 1948, quando la porta della vecchia beccheria è stata riaperta per agevolare il passaggio alla sede municipale, pur rinunciando nuovamente all’aspetto originario dell’antica torre. Fonte: Bologna la selva turrita progetto di valorizzazione del patrimonio storico-architettonico bolognese finanziato dalla Fondazione del Monte.;Bologna;;Torri, edifici storici;;;;BO;;;;;;Torre privata non visitabile all'interno;;;;;;;;44.494454, 11.339393
Canale delle Moline;Via Capo di Lucca - 40126;44.498633;11.347097;937;Prosecuzione del canale di Reno dopo la derivazione del Cavaticcio e oltre via Indipendenza. Poco oltre le mura del Trecento il suo corso si unisce a quello del torrente Aposa, che scorre sotto il centro città e entrambi si gettano nel canale Navile nei pressi del sostegno della Bova.;Il canale delle Moline è la prosecuzione del canale di Reno dopo la derivazione del Cavaticcio e oltre via Indipendenza. Poco oltre le mura del Trecento il suo corso si unisce a quello del torrente Aposa, che scorre sotto il centro città e entrambi si gettano nel canale Navile nei pressi del sostegno della Bova. Per buona parte del suo itinerario il canale delle Moline è rinchiuso tra le case e per questo in passato è rimasto a lungo nascosto alla vista. Di recente sono stati riaperti gli affacci sui ponti delle vie Oberdan e Malcontenti, che si affiancano alla suggestiva finestrella di via Piella. Alla fine del 1100, con geniale intuizione, i bolognesi realizzarono due grandiose opere idrauliche, che portarono acqua in una città che non ne aveva: due canali scavati fino al centro cittadino, per oltre 27 chilometri complessivi, e derivati dal fiume Savena a est e dal Reno a ovest. L'energia idraulica potè muovere così centinaia di pale che alimentavano mulini da seta, pille da riso e molte altre manifatture. Il sistema bolognese era originale grazie all'idea di collocare i mulini non direttamente sui canali, ma sulle tante derivazioni create per mezzo di chiaviche.;Bologna;;Vie e cammini;;;;BO;;;;;;;;;;;;;;44.498633, 11.347097
Canale Navile;Via del Navile - 40131;44.520274;11.334237;938;L’origine del Navile si perde nella notte dei tempi. Probabilmente già in età romana esistevano delle tratte navigabili attraverso le acque basse della grande palude. Per circa 700 anni fu la principale via di comunicazione per tutti i porti dell’Adriatico.;L’origine del Navile si perde nella notte dei tempi. Probabilmente già in età romana esistevano delle tratte navigabili attraverso le acque basse della grande palude. Per circa 700 anni fu la principale via di comunicazione per tutti i porti dell’Adriatico. L’importanza di tale Via fu segnalata nel 905 da re Berengario e dal 1208 il Comune, d’accordo con i privati del Canale di Reno (chiamati “ramisani”), deviò le acque cittadine per alimentare un canale navigabile da Corticella fino a Malalbergo. Solo nel 1548 con la costruzione del Porto all’interno delle mura cittadine e la sistemazione delle varie conche, il Navile prese l’assetto che è ancora visibile ai giorni nostri. I dislivelli della Navigazione Superiore furono 10 e corrispondevano ad altrettanti Sostegni. Per la Navigazione Inferiore (Malalbergo - Po) venivano usati diversi canali che scorrevano tra le valli. Purtroppo con la distruzione di tutto il sistema portuense e la declassazione da navigabile a irrigativo avvenuta nel 1964, il Navile cadde nell’oblio e nel dimenticatoio. Oggi il tracciato dei suoi 35 Km è percorribile in quasi tutta la sua lunghezza e si possono ammirare ruderi di cartiere, ponti, lavatoi, chiaviche, una centrale idroelettrica del 1901, un porto e una bellissima foce alla confluenza col Fiume Reno. Testo tratto dall'Associazione Amici delle acque;Bologna;;Vie e cammini;;;;BO;;;;;;;;;;;;;;44.520274, 11.334237
Ippodromo dell'Arcoveggio;Via dell'Arcoveggio, 37/2 - 40129;44.518864;11.342659;971;Molto più di un Ippodromo, l'Arcoveggio, è un luogo d'incontro unico in cui convivono arricchendosi: cultura, storia, costume, tempo libero, passione, dedizione, mestieri nuovi e antichi.;La passione dei bolognesi per l’ippica e specialmente per il trotto e l’impegno degli allevatori del capoluogo emiliano portò nel 1932 ad individuare un’area per la costruzione di un ippodromo. Il progetto venne realizzato con l’aiuto determinante del Comune. Nel 1933 infatti l’Amministrazione Comunale acquisì direttamente l’ippodromo dopo il fallimento della Società Ippica Bolognese che lo aveva costruito ed inaugurato nel 1932. Nasce così l’ippodromo dell’Arcoveggio che, ancora oggi dopo oltre 80 anni, è considerato “tempio” del trotto a Bologna e conserva e rinnova inalterato il suo fascino. Nel 1943 l’Arcoveggio fu bombardato e vi furono due anni d’interruzione. Da quel momento, la sua attività non si è mai fermata. Una lunga serie di prestigiosi premi, cavalli e guidatori campioni (tra i quali nomi come Crevalcore, Atollo, Delfo, ai quali si alternarono campioni americani, svedesi, francesi e di recente il grande Varenne), sono passati da questo centro ippico. Molto più di un Ippodromo, l'Arcoveggio, è un luogo d'incontro unico in cui convivono arricchendosi: cultura, storia, costume, tempo libero, passione, dedizione, mestieri nuovi e antichi. In effetti, all'Arcoveggio sono presenti un parco giochi e un'equipe di animatori specializzati per i bambini, mercatini di specialità locali e mostre d'arte per gli adulti.;Bologna;;Luoghi di sport e motori;;;;BO;;Accessibile a disabili praticanti e spettatori.;051 3540311;info@hippogroup.it;http://www.hippogroupcesenate.it;Riunioni di corse: come da calendario stabilito dal MIPAAF.Chiusura: Luglio e Agosto.;09:00-12:3014:00-17:30;09:00-12:3014:00-17:30;09:00-12:3014:00-17:30;09:00-12:3014:00-17:30;09:00-12:3014:00-17:30;Chiuso;Chiuso;44.518864, 11.342659
Biblioteca dell'Archivio Storico;Via Galliera, 3 - 40121;44.497192;11.341783;1020;Specializzata in storia dell'Università e degli studenti. Ha avuto origine negli anni Settanta. Si tratta di una biblioteca di dimensioni contenute ma estremamente specializzata, ricca di titoli rari e talvolta unici nel panorama italiano, in particolare per quanto riguarda la raccolta di libri antichi.;Storia della biblioteca La biblioteca dell'Archivio Storico è specializzata in storia dell'università e degli studenti. Essa ha avuto origine negli anni Settanta da un nucleo di libri di varia provenienza, ma comunque legati ai temi che la caratterizzano. Con l'istituzione nel marzo 2000 del Centro di servizi Archivio Storico la biblioteca si è fornita di una organizzazione più sistematica e razionale e ha perseguito una politica delle acquisizioni rivolta sia alla produzione scientifica corrente italiana e internazionale sia al mercato dell'antiquariato, incrementando regolarmente le sue collezioni di libri e riviste studentesche. Si tratta di una biblioteca di dimensioni contenute (circa 18.000 libri ed opuscoli ora tutti catalogati), ma estremamente specializzata, ricca di titoli rari e talvolta unici nel panorama italiano, in particolare per quanto riguarda la raccolta di libri antichi. Un importante settore della biblioteca è dedicato alla Storia dell'università di Bologna e comprende opere relative alle vicende dell'Ateneo bolognese e relative fonti: ad esso sono collegati i fondi dell'Ottavo e del Nono Centenario (opere donate da università di tutto il mondo in occasione degli anniversari del 1888 e 1988). Grande attenzione è rivolta anche alla storia delle università italiane e straniere: i volumi sono raccolti in una apposita sezione suddivisi per Paese e singole città universitarie. Altro campo di interesse è la storia dell'istruzione, ma ciò che maggiormente identifica la biblioteca nella sua peculiarità è la raccolta di opere dedicata alla storia degli studenti, intesa nel suo senso più lato: associazioni studentesche di varia natura (goliardiche, politiche, religiose), memorie autobiografiche, vita quotidiana, raccolte di canzoni, poesie e spettacoli teatrali, attività sportive, riviste scritte da e per studenti, movimento e contestazione studentesca dal 1968 in poi. Area di interesse Storia dell'Università di Bologna, storia di università italiane e straniere, storia dell'istruzione, storia degli studenti.;Bologna;;Torri, edifici storici;;;;BO;;;+39 051 2098615;chiara.cocchi@unibo.it;http://www.archiviostorico.unibo.it/;I servizi di consultazione e prestito si svolgono presso la Biblioteca Universitaria di Bologna - BUB, via Zamboni 33/35. Nella sede di via Galliera 3 sono consultabili esclusivamente le sole collocazioni ANTICO, MISC e i periodici della sezione STUD dal lunedì al Venerdì, dalle 9:00 alle 13:00. Dettagli;;;;;;;;44.497192, 11.341783
Mercato di Piazza San Francesco;Piazza S. Francesco, 40122;44.500515;11.345551;1075;Mercato specializzato nella vendita di piante e fiori.;Piccolo mercato specializzato nella vendita di piante e fiori che si tiene il martedì in Piazza San Francesco.;Bologna;;Luoghi di shopping;;;;BO;;;;;;il martedì dalle 8.00 alle 15.00 circa;;;;;;;;44.500515, 11.345551
Mercato dell'antiquariato;Via Giacomo Matteotti, 40129;44.507791;11.346333;1076;Mercato di oggetti d'antiquariato e modernariato. Vi si trovano figurine delle vecchie collezioni, santini, etichette, materiale da scrittura, poster evocativi e cartelloni pubblicitari, ma anche gioielli degli anni 20 e 30, pizzi e biancheria da tavola e da letto.;Mercato di oggetti d'antiquariato e modernariato. Non molto lontano dal centro di Bologna, il primo martedì del mese i portici di via Matteotti ospitano una ventina di commercianti che espongono molti oggetti di modernariato e vintage e qualche pezzo, anche pregevole, di piccolo antiquariato. Vi si trovano figurine delle vecchie collezioni, santini, etichette, materiale da scrittura, poster evocativi e cartelloni pubblicitari, ma anche gioielli degli anni 20 e 30, pizzi e biancheria da tavola e da letto.;Bologna;;Luoghi di shopping;;;;BO;;;;;;"Il mercato si svolge il primo martedì di ogni mese (escluso luglio e agosto) + il terzo martedì di ogni mese (escluso gennaio, febbraio, luglio e agosto), con il seguente orario: periodo invernale 8.30 - 17.00 circa; periodo estivo 8.30 - 18.00 circa.";;;;;;;;44.507791, 11.346333
Centro Commerciale Parco Meraville;Via Tito Carnacini - 40127;44.514425;11.400912;1086;Il Parco Meraville si trova in posizione centrale, strategica facile da raggiungere;Il Parco Meraville, in posizione centrale e strategica facile da raggiungere anche dalla periferia nord, ovest, est di Bologna, offre negozi di vario tipo. Il testo è tratto dal sito del Parco Meraville;Bologna;;Luoghi di shopping;;;;BO;;;+39 340 3361528;direzione.parcomeraville@cbre.com;http://www.parcomeraville.it/;Per conoscere gli orari dei singoli esercizi e le aperture straordinarie consultare il sito web;;;;;;;;44.514425, 11.400912
Centro Commerciale Gran Reno;Via Marilyn Monroe 2 - 40033;44.48870540462595;11.249482797622674;1091;Il Centro Commerciale Gran Reno per lo shopping, per il cibo e per l'intrattenimento a Casalecchio di Reno.;Aperto nel 1993, il Centro Commerciale Gran Reno è stato ampliato e rinnovato nel 2022, diventando il centro commerciale di riferimento per lo shopping, per il cibo e per l'intrattenimento in Emilia Romagna.Situato a Casalecchio di Reno, in provincia di Bologna, nelle vicinanze dell'Unipol Arena e della Stazione di Casalecchio Palasport, offre una vasta scelta di 150 negozi con grandi marchi italiani ed internazionali, tra cui Primark, Zara, Bershka, Pull&Bear, Stradivarius, H&M, JD Sports, Snipes, Footlocker, Cisalfa, Timberland, Falconeri, Calvin Klein, Alviero Martini, Guess, Liu Jo, Barbuti, Fabbri, Harmont&Blaine, ecc. Inoltre, il centro commerciale ospita anche operatori locali come Vecchia Malga o Bottega Valsamoggia.L'offerta del Centro Commerciale Gran Reno è distribuita su tre livelli, con il piano terra e il primo piano dedicati alla moda e il secondo piano focalizzato su ristorazione e divertimento.Il centro dispone di una food court che offre un'ampia scelta e di zone eventi sia al coperto che all'aperto. La zona eventi esterna è un'area verde dedicata al relax e agli incontri ed è anche un'originale area all'aperto per organizzare eventi, tra cui la rassegna cinematografica del Centro (Cinema d'estate) in collaborazione con la Cineteca di Bologna.;Appennino;;Luoghi di shopping;;;;BO;<20 km;;+39 0516178030;info@granreno.it;https://shopville-gran-reno.klepierre.it/;"Lun-Dom 09:00 - 23:00Food Lun-Dom 09:00 - 23:00Carrefour Lun-Sab 08:30 - 21:00; Dom 09:00-21:00Primark Lun-Dom 9:00 - 22:00Maggiori informazioni sugli orari dei singoli negozi e sulle aperture straordinarie disponibili sul sito web.";;;;;;;;44.48870540462595, 11.249482797622674
Teatro Alemanni;Via Mazzini;44.48713250000001;11.3649363;1112;L'Alemanni nasce nel dicembre del 1982 grazie all’iniziativa di un gruppo di persone della Associazione Culturale Alemanni, che da un cinema parrocchiale decidono di creare un teatro.;L'Alemanni nasce nel dicembre del 1982 grazie all’iniziativa di un gruppo di persone della Associazione Culturale Alemanni, che da un cinema parrocchiale decidono di creare un teatro. La sala dispone di una platea con circa trecento posti a sedere. L'Alemanni propone soprattutto commedie in lingua dialettale bolognese, spettacoli di burattini e di canzoni dialettali.;Bologna;;Cinema e Teatri;65;40137;Bologna;BO;;;+39 0510403840;info@alemanniteatro.it;https://www.alemanniteatro.it;Orari di apertura della biglietteria:    Martedì    16:00 - 18:00Mercoledì 16:00 - 18:00Nei giorni di spettacolo, da 1 ora prima dell'inizio dello stesso.;;;;;;;;44.48713250000001, 11.3649363
Giardini Margherita;Viale Massimo Meliconi, 1 - 40136;44.483958;11.354583;1120;Inaugurato nel 1879, è il più esteso e frequentato parco cittadino con una superficie di 26 ettari. Vagamente ispirato ai parchi romantici inglesi, ha ampi viali alberati, un laghetto contornato da finte scogliere di gesso, vaste superfici a prato, boschetti di querce e altri angoli più naturali, un corredo di notevoli esemplari arborei in prevalenza esotici.;I Giardini Margherita sono il parco cittadino più frequentato di Bologna, e, con i suoi 26 ettari, anche il più esteso. Inaugurato nel 1879 con il nome di Passeggio Regina Margherita, il parco conserva buona parte dell’assetto originario, ispirato ai parchi romantici inglesi. Durante i lavori per la realizzazione del parco, nell’area venne alla luce un sepolcreto etrusco, dal quale proviene la pregevole tomba in travertino che si ammira ai margini del prato centrale. Una curiosità, sul lato meridionale del laghetto è il breve tratto all’aperto che ancora compie l’antico canale di Savena (1176), una delle vie d’acqua che un tempo caratterizzava la città.;Bologna;;Parchi e natura;;;;BO;;;;;;;;;;;;;;44.483958, 11.354583
Paolo Atti & Figli (via Drapperie);Via Drapperie, 6 - 40124;44.493748;11.345259;1125;Da cinque generazioni la famiglia Atti tramanda la produzione di specialità petroniane e varietà di pani.;Da cinque generazioni la famiglia Atti tramanda la produzione di specialità petroniane e varietà di pani. Il negozio di Via Drapperie 6 rappresenta l’antico fulcro dell’attività che era stata fondata all'inizio del 1800 e di cui ancora oggi sono visibili le insegne originali.;Bologna;;Luoghi di shopping;;;;BO;;;+39 051 233349;info@paoloatti.com;http://www.paoloatti.com;"Da lunedì a giovedì 10-19:15; venerdì e sabato 10-19:30; domenica 10:30-13:30";;;;;;;;44.493748, 11.345259
Farmacia Alberani;Via Farini, 19 - 40124;44.491412;11.346574;1135;La Farmacia Alberani è da oltre un secolo all’angolo tra Farini e Castiglione con le belle insegne in vetro dipinto in oro e i riconoscimenti regi per lo Stabilimento chimico farmaceutico Alberani.;La Farmacia Alberani è da oltre un secolo all’angolo tra Farini e Castiglione con le belle insegne in vetro dipinto in oro e i riconoscimenti regi per lo Stabilimento chimico farmaceutico Alberani. Mantiene le vetrine originali e gli arredi degli inizi del Novecento con il bancone riccamente decorato e importanti lampadari.;Bologna;;Luoghi di shopping;;;;BO;;;+39 051 224573;;;"Da lunedì a sabato 8:30-13:30, 15:30-19:30; chiuso domenica";;;;;;;;44.491412, 11.346574
